"","x"
"1",1e-15
"2",3.46182849192411e-05
"3",0.000190163849457026
"4",7.39611837163867e-06
"5",3.33627641972978e-05
"6",1.16020095486391e-06
"7",1e-15
"8",0.000507716821113835
"9",1e-15
"10",1e-15
"11",1.11108120562919e-05
"12",0.00724555362074675
"13",1e-15
"14",1e-15
"15",0.00392016136827833
"16",1e-15
"17",1e-15
"18",1e-15
"19",0.00120824542164777
"20",0.00514382947497127
"21",1e-15
"22",0.000100773007299826
"23",9.6487186086458e-06
"24",1e-15
"25",0.000208996861943977
"26",1e-15
"27",1e-15
"28",1e-15
"29",0.000266354819853376
"30",1e-15
"31",0.000471152722694934
"32",0.00121387666118411
"33",0.00357142124585608
"34",0.00444596627879945
"35",2.86236731054101e-05
"36",1.30137802689667e-06
"37",2.81255528712387e-05
"38",1e-15
"39",0.000129470177931412
"40",1e-15
"41",0.00380237250283644
"42",0.00134112203968362
"43",1e-15
"44",9.71602750921008e-07
"45",0.00167362830929962
"46",1.42599509801444e-05
"47",1e-15
"48",1e-15
"49",4.36622477972826e-06
"50",4.22186015992532e-05
"51",1e-15
"52",1e-15
"53",9.11509855315851e-05
"54",1e-15
"55",0.000125455404125785
"56",1e-15
"57",0.00864761626702493
"58",0.000319845663911744
"59",3.47009938439502e-05
"60",7.78317463987488e-05
"61",0.000358738426924021
"62",1e-15
"63",0.000839961096115172
"64",1e-15
"65",1.93992930986875e-05
"66",1e-15
"67",1e-15
"68",1.98237145698776e-05
"69",1e-15
"70",1e-15
"71",1e-15
"72",0.000183957912684884
"73",7.79648385296206e-06
"74",3.34162283367467e-05
"75",0.0152126722834656
"76",1e-15
"77",2.05805102744261e-05
"78",1e-15
"79",7.86252060791526e-07
"80",1e-15
"81",1e-15
"82",0.000324876674441255
"83",0.000293262150998563
"84",0.00131209818883093
"85",1e-15
"86",1e-15
"87",1.37425199766561e-05
"88",1e-15
"89",7.19348913104101e-05
"90",0.009535481772601
"91",9.03815524311291e-06
"92",0.0173677799280003
"93",0.0006045740718017
"94",1e-15
"95",0.000192819604992955
"96",0.034770317229922
"97",0.00095140690211859
"98",5.56239132698533e-06
"99",6.95220789118656e-05
"100",0.00327872061697476
"101",1e-15
"102",1e-15
"103",1e-15
"104",0.00090680363305895
"105",2.37760941995679e-05
"106",1e-15
"107",1e-15
"108",7.29362963005631e-05
"109",0.000351389957574333
"110",2.21601283190154e-06
"111",0.000333315516066301
"112",1e-15
"113",1e-15
"114",1e-15
"115",1e-15
"116",1e-15
"117",6.69857240309657e-06
"118",1e-15
"119",0.00912924050546804
"120",0.000269206406914968
"121",0.000827692897194088
"122",1e-15
"123",0.000234285822386493
"124",1e-15
"125",4.84588464922941e-05
"126",0.000146992723851436
"127",1e-15
"128",5.21214068571751e-08
"129",1e-15
"130",0.000786989299690677
"131",1e-15
"132",1e-15
"133",1e-15
"134",2.1481041467819e-07
"135",1e-15
"136",2.00112355427384e-05
"137",0.0050521885664403
"138",0.000222467750916389
"139",1e-15
"140",0.000487288669723918
"141",1e-15
"142",1e-15
"143",1e-15
"144",1e-15
"145",2.77306208329442e-07
"146",1e-15
"147",1e-15
"148",1e-15
"149",1e-15
"150",1e-15
"151",1.05554106830663e-05
"152",0.00367164470759118
"153",1e-15
"154",1e-15
"155",9.40877981037147e-06
"156",1e-15
"157",0.000106064266326089
"158",0.000146032437005283
"159",1e-15
"160",1e-15
"161",1e-15
"162",6.45220532624613e-06
"163",1e-15
"164",1e-15
"165",0.000639265647860321
"166",1e-15
"167",0.000105896724697518
"168",1e-15
"169",4.54679149809456e-05
